,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,month,day,year,hour
12472,1,258.74,0.0,0.0,40,1,1,4194,2,24,2014,11
12473,1,260.2,0.0,0.0,75,1,2,4500,2,24,2014,12
12474,1,261.31,0.0,0.0,75,1,2,4516,2,24,2014,13
12475,1,261.91,0.0,0.0,75,1,2,4662,2,24,2014,14
12476,1,261.9,0.0,0.0,90,1,3,5269,2,24,2014,15
12477,1,262.01,0.0,0.0,90,1,3,5983,2,24,2014,16
12478,1,261.67,0.0,0.0,90,1,3,5829,2,24,2014,17
12479,1,261.06,0.0,0.0,90,1,3,4135,2,24,2014,18
12480,1,260.95,0.0,0.0,90,1,3,2816,2,24,2014,19
12481,1,260.11,0.0,0.0,90,1,3,2398,2,24,2014,20
12482,1,259.86,0.0,0.0,90,1,3,2032,2,24,2014,21
12483,1,259.26,0.0,0.0,90,1,3,1359,2,24,2014,22
12484,1,258.38,0.0,0.0,90,1,3,855,2,24,2014,23
12485,1,257.11,0.0,0.0,75,1,2,471,2,25,2014,0
12486,1,255.78,0.0,0.0,40,1,1,293,2,25,2014,1
12487,1,255.32,0.0,0.0,1,2,4,293,2,25,2014,1
12488,1,254.52,0.0,0.0,1,2,4,244,2,25,2014,2
12489,1,254.12,0.0,0.0,1,2,4,244,2,25,2014,2
12490,1,253.84,0.0,0.0,1,2,4,369,2,25,2014,3
12491,1,253.27,0.0,0.0,1,2,4,369,2,25,2014,3
12492,1,253.14,0.0,0.0,1,2,4,864,2,25,2014,4
12493,1,252.27,0.0,0.0,1,2,4,2583,2,25,2014,5
12494,1,251.29,0.0,0.0,1,2,4,5034,2,25,2014,6
12495,1,251.27,0.0,0.0,1,2,4,5156,2,25,2014,7
12496,1,251.77,0.0,0.0,1,2,4,4490,2,25,2014,8
12497,1,253.4,0.0,0.0,1,2,4,5052,2,25,2014,9
12498,1,255.26,0.0,0.0,1,2,4,4317,2,25,2014,10
12499,1,255.92,0.0,0.0,1,2,4,4225,2,25,2014,11
12500,1,257.14,0.0,0.0,1,2,4,4570,2,25,2014,12
12501,1,257.78,0.0,0.0,1,2,4,4700,2,25,2014,13
12502,1,258.22,0.0,0.0,20,1,5,5028,2,25,2014,14
12503,1,258.38,0.0,0.0,1,2,4,5668,2,25,2014,15
12504,1,257.94,0.0,0.0,20,1,5,6326,2,25,2014,16
12505,1,257.36,0.0,0.0,20,1,5,6194,2,25,2014,17
12506,1,256.47,0.0,0.0,20,1,5,4452,2,25,2014,18
12507,1,255.45,0.0,0.0,1,2,4,3128,2,25,2014,19
12508,1,254.75,0.0,0.0,1,2,4,2827,2,25,2014,20
12509,1,253.52,0.0,0.0,1,2,4,2711,2,25,2014,21
12510,1,252.39,0.0,0.0,1,2,4,1660,2,25,2014,22
12511,1,251.52,0.0,0.0,1,2,4,1010,2,25,2014,23
12512,1,251.15,0.0,0.0,1,2,4,499,2,26,2014,0
12513,1,250.64,0.0,0.0,1,2,4,336,2,26,2014,1
12514,1,250.28,0.0,0.0,1,2,4,232,2,26,2014,2
12515,1,249.89,0.0,0.0,1,2,4,324,2,26,2014,3
12516,1,249.27,0.0,0.0,1,2,4,790,2,26,2014,4
12517,1,249.65,0.0,0.0,1,2,4,2645,2,26,2014,5
12518,1,250.02,0.0,0.0,20,1,5,4680,2,26,2014,6
12519,1,250.9,0.0,0.0,75,1,2,5453,2,26,2014,7
12520,1,252.01,0.0,0.0,75,1,2,5674,2,26,2014,8
12521,1,254.32,0.0,0.0,75,1,2,4842,2,26,2014,9
12522,1,256.62,0.0,0.0,40,1,1,4254,2,26,2014,10
12523,1,259.23,0.0,0.0,90,1,3,4499,2,26,2014,11
12524,1,261.28,0.0,0.0,75,1,2,4491,2,26,2014,12
12525,1,262.77,0.0,0.0,75,1,2,4505,2,26,2014,13
12526,1,264.66,0.0,0.0,75,1,2,5002,2,26,2014,14
12527,1,265.54,0.0,0.0,75,1,2,6027,2,26,2014,15
12528,1,265.7,0.0,0.0,40,1,1,5783,2,26,2014,16
12529,1,265.04,0.0,0.0,20,1,5,5649,2,26,2014,17
12530,1,262.91,0.0,0.0,20,1,5,4298,2,26,2014,18
12531,1,260.88,0.0,0.0,20,1,5,3121,2,26,2014,19
12532,1,259.99,0.0,0.0,40,1,1,2679,2,26,2014,20
12533,1,258.62,0.0,0.0,20,1,5,2332,2,26,2014,21
12534,1,256.61,0.0,0.0,1,2,4,1562,2,26,2014,22
12535,1,255.51,0.0,0.0,20,1,5,1020,2,26,2014,23
12536,1,253.89,0.0,0.0,1,2,4,543,2,27,2014,0
12537,1,252.77,0.0,0.0,1,2,4,294,2,27,2014,1
12538,1,251.27,0.0,0.0,1,2,4,269,2,27,2014,2
12539,1,250.14,0.0,0.0,1,2,4,383,2,27,2014,3
12540,1,249.57,0.0,0.0,1,2,4,812,2,27,2014,4
12541,1,249.0,0.0,0.0,1,2,4,2643,2,27,2014,5
12542,1,248.15,0.0,0.0,1,2,4,5300,2,27,2014,6
12543,1,247.15,0.0,0.0,1,2,4,5684,2,27,2014,7
12544,1,248.15,0.0,0.0,20,1,5,5198,2,27,2014,8
12545,1,249.15,0.0,0.0,20,1,5,4366,2,27,2014,9
12546,1,249.77,0.0,0.0,20,1,5,4616,2,27,2014,10
12547,1,250.65,0.0,0.0,40,1,1,4588,2,27,2014,11
12548,1,251.77,0.0,0.0,40,1,1,4604,2,27,2014,12
12549,1,252.64,0.0,0.0,40,1,1,4875,2,27,2014,13
12550,1,253.86,0.0,0.0,40,1,1,5152,2,27,2014,14
12551,1,254.43,0.0,0.0,40,1,1,5924,2,27,2014,15
12552,1,254.27,0.0,0.0,20,1,5,6224,2,27,2014,16
12553,1,254.14,0.0,0.0,20,1,5,5547,2,27,2014,17
12554,1,253.01,0.0,0.0,20,1,5,4519,2,27,2014,18
12555,1,252.29,0.0,0.0,1,2,4,3410,2,27,2014,19
12556,1,251.0,0.0,0.0,1,2,4,3036,2,27,2014,20
12557,1,249.5,0.0,0.0,1,2,4,3031,2,27,2014,21
12558,1,249.43,0.0,0.0,40,1,1,1841,2,27,2014,22
12559,1,250.43,0.0,0.0,75,1,2,1098,2,27,2014,23
12560,1,251.43,0.0,0.0,90,1,3,650,2,28,2014,0
12561,1,251.77,0.0,0.0,90,1,3,401,2,28,2014,1
12562,1,252.43,0.0,0.0,90,1,3,290,2,28,2014,2
12563,1,251.43,0.0,0.0,40,1,1,360,2,28,2014,3
12564,1,251.02,0.0,0.0,40,1,1,725,2,28,2014,4
12565,1,250.9,0.0,0.0,20,1,5,2501,2,28,2014,5
12566,1,252.01,0.0,0.0,75,1,2,5347,2,28,2014,6
12567,1,252.77,0.0,0.0,90,1,3,6308,2,28,2014,7
12568,1,254.32,0.0,0.0,90,1,3,5509,2,28,2014,8
12569,1,255.58,0.0,0.0,90,1,3,5102,2,28,2014,9
12570,1,257.29,0.0,0.0,90,1,3,4636,2,28,2014,10
12571,1,258.92,0.0,0.0,90,1,3,4909,2,28,2014,11
12572,1,260.29,0.0,0.0,90,1,3,4903,2,28,2014,12
12573,1,261.44,0.0,0.0,90,1,3,4973,2,28,2014,13
12574,1,262.03,0.0,0.0,90,1,3,5191,2,28,2014,14
12575,1,262.44,0.0,0.0,90,1,3,5405,2,28,2014,15
12576,1,263.29,0.0,0.0,90,1,3,6030,2,28,2014,16
12577,1,263.27,0.0,0.0,90,1,3,5557,2,28,2014,17
12578,1,263.01,0.0,0.0,90,1,3,4757,2,28,2014,18
12579,1,262.44,0.0,0.0,90,1,3,3959,2,28,2014,19
12580,1,262.15,0.0,0.0,90,1,3,3225,2,28,2014,20
12581,1,261.39,0.0,0.0,90,1,3,3135,2,28,2014,21
12582,1,260.89,0.0,0.0,90,1,3,2699,2,28,2014,22
12583,1,259.89,0.0,0.0,90,1,3,1616,2,28,2014,23
12584,1,258.64,0.0,0.0,75,1,2,994,3,1,2014,0
12585,1,257.38,0.0,0.0,75,1,2,718,3,1,2014,1
12586,1,256.76,0.0,0.0,90,1,3,516,3,1,2014,2
12587,1,255.89,0.0,0.0,90,1,3,364,3,1,2014,3
12588,1,254.39,0.0,0.0,90,1,3,428,3,1,2014,4
12589,1,254.14,0.0,0.0,90,1,3,704,3,1,2014,5
12590,1,253.77,0.0,0.0,90,1,3,1250,3,1,2014,6
12591,1,253.39,0.0,0.0,90,1,3,2055,3,1,2014,7
12592,1,253.14,0.0,0.0,90,1,3,3003,3,1,2014,8
12593,1,253.52,0.0,0.0,90,1,3,3584,3,1,2014,9
12594,1,253.84,0.0,0.0,90,1,3,3866,3,1,2014,10
12595,1,254.15,0.0,0.0,90,1,3,4278,3,1,2014,11
12596,1,254.65,0.0,0.0,90,1,3,4641,3,1,2014,12
12597,1,254.9,0.0,0.0,90,1,3,4637,3,1,2014,13
12598,1,254.77,0.0,0.0,90,1,3,4731,3,1,2014,14
12599,1,254.77,0.0,0.0,90,1,3,4305,3,1,2014,15
12600,1,254.52,0.0,0.0,90,1,3,4314,3,1,2014,16
12601,1,254.52,0.0,0.0,90,1,3,4037,3,1,2014,17
12602,1,254.02,0.0,0.0,75,1,2,3897,3,1,2014,18
12603,1,253.9,0.0,0.0,75,1,2,2971,3,1,2014,19
12604,1,253.52,0.0,0.0,90,1,3,2753,3,1,2014,20
12605,1,252.77,0.0,0.0,75,1,2,3244,3,1,2014,21
12606,1,252.02,0.0,0.0,75,1,2,2666,3,1,2014,22
12607,1,251.52,0.0,0.0,75,1,2,1605,3,1,2014,23
12608,1,250.77,0.0,0.0,75,1,2,1024,3,2,2014,0
12609,1,250.14,0.0,0.0,90,1,3,604,3,2,2014,1
12610,1,249.52,0.0,0.0,40,1,1,510,3,2,2014,2
12611,1,249.15,0.0,0.0,20,1,5,292,3,2,2014,3
12612,1,248.28,0.0,0.0,75,1,2,257,3,2,2014,4
12613,1,247.15,0.0,0.0,1,2,4,443,3,2,2014,5
12614,1,247.15,0.0,0.0,1,2,4,759,3,2,2014,6
12615,1,246.52,0.0,0.0,20,1,5,1070,3,2,2014,7
12616,1,247.44,0.0,0.0,1,2,4,1707,3,2,2014,8
12617,1,249.27,0.0,0.0,1,2,4,2482,3,2,2014,9
12618,1,251.15,0.0,0.0,1,2,4,3177,3,2,2014,10
12619,1,252.4,0.0,0.0,1,2,4,3394,3,2,2014,11
12620,1,254.53,0.0,0.0,1,2,4,3838,3,2,2014,12
12621,1,255.29,0.0,0.0,1,2,4,4106,3,2,2014,13
12622,1,256.15,0.0,0.0,1,2,4,3994,3,2,2014,14
12623,1,256.4,0.0,0.0,1,2,4,3868,3,2,2014,15
12624,1,256.9,0.0,0.0,1,2,4,4122,3,2,2014,16
12625,1,256.53,0.0,0.0,1,2,4,3607,3,2,2014,17
12626,1,255.86,0.0,0.0,1,2,4,3319,3,2,2014,18
12627,1,254.64,0.0,0.0,1,2,4,2676,3,2,2014,19
12628,1,253.89,0.0,0.0,1,2,4,2090,3,2,2014,20
12629,1,253.27,0.0,0.0,1,2,4,1810,3,2,2014,21
12630,1,252.77,0.0,0.0,1,2,4,1401,3,2,2014,22
12631,1,251.39,0.0,0.0,1,2,4,2542,3,2,2014,23
12632,1,250.77,0.0,0.0,1,2,4,925,3,3,2014,0
12633,1,250.57,0.0,0.0,1,2,4,351,3,3,2014,1
12634,1,249.38,0.0,0.0,1,2,4,263,3,3,2014,2
12635,1,248.88,0.0,0.0,1,2,4,359,3,3,2014,3
12636,1,248.25,0.0,0.0,1,2,4,778,3,3,2014,4
12637,1,248.57,0.0,0.0,20,1,5,2502,3,3,2014,5
12638,1,248.72,0.0,0.0,40,1,1,5264,3,3,2014,6
12639,1,249.39,0.0,0.0,75,1,2,6158,3,3,2014,7
12640,1,251.29,0.0,0.0,75,1,2,5309,3,3,2014,8
12641,1,252.15,0.0,0.0,90,1,3,4751,3,3,2014,9
12642,1,254.27,0.0,0.0,90,1,3,4136,3,3,2014,10
12643,1,255.4,0.0,0.0,90,1,3,4311,3,3,2014,11
12644,1,256.9,0.0,0.0,90,1,3,4437,3,3,2014,12
12645,1,258.15,0.0,0.0,90,1,3,4494,3,3,2014,13
12646,1,259.43,0.0,0.0,75,1,2,4896,3,3,2014,14
12647,1,260.02,0.0,0.0,90,1,3,5404,3,3,2014,15
12648,1,260.15,0.0,0.0,90,1,3,6088,3,3,2014,16
12649,1,260.29,0.0,0.0,90,1,3,5670,3,3,2014,17
12650,1,260.15,0.0,0.0,90,1,3,4091,3,3,2014,18
12651,1,259.9,0.0,0.0,90,1,3,2786,3,3,2014,19
12652,1,259.53,0.0,0.0,90,1,3,2471,3,3,2014,20
12653,1,259.4,0.0,0.0,90,1,3,2920,3,3,2014,21
12654,1,259.53,0.0,0.0,90,1,3,2647,3,3,2014,22
12655,1,259.78,0.0,0.0,90,1,3,967,3,3,2014,23
12656,1,259.9,0.0,0.0,90,1,3,502,3,4,2014,0
12657,1,259.77,0.0,0.0,90,1,3,315,3,4,2014,1
12658,1,259.77,0.0,0.0,90,1,3,237,3,4,2014,2
12659,1,259.65,0.0,0.0,90,1,3,369,3,4,2014,3
12660,1,259.65,0.0,0.0,90,1,3,823,3,4,2014,4
12661,1,259.65,0.0,0.0,90,1,3,2604,3,4,2014,5
12662,1,259.77,0.0,0.0,90,1,3,5417,3,4,2014,6
12663,1,259.9,0.0,0.0,90,1,3,5273,3,4,2014,7
12664,1,260.15,0.0,0.0,90,1,3,5464,3,4,2014,8
12665,1,261.15,0.0,0.0,90,1,3,5100,3,4,2014,9
12666,1,262.15,0.0,0.0,90,1,3,4239,3,4,2014,10
12667,1,263.15,0.0,0.0,90,1,3,4553,3,4,2014,11
12668,1,264.15,0.0,0.0,90,1,3,4658,3,4,2014,12
12669,1,264.65,0.0,0.0,90,1,3,4708,3,4,2014,13
12670,1,264.81,0.0,0.0,90,1,3,5234,3,4,2014,14
12671,1,264.9,0.0,0.0,90,1,3,2718,3,4,2014,20
12672,1,264.58,0.0,0.0,90,1,3,2384,3,4,2014,21
12673,1,264.58,0.0,0.0,90,1,3,1428,3,4,2014,22
12674,1,264.58,0.0,0.0,90,1,3,975,3,4,2014,23
12675,1,264.29,0.0,0.0,90,1,3,505,3,5,2014,0
12676,1,264.44,0.0,0.0,90,1,3,316,3,5,2014,1
12677,1,264.29,0.0,0.0,90,1,3,211,3,5,2014,2
12678,1,263.86,0.0,0.0,90,1,3,365,3,5,2014,3
12679,1,263.86,0.0,0.0,90,1,3,785,3,5,2014,4
12680,1,262.77,0.0,0.0,75,1,2,2698,3,5,2014,5
12681,1,261.02,0.0,0.0,40,1,1,5699,3,5,2014,6
12682,1,260.77,0.0,0.0,75,1,2,5992,3,5,2014,7
12683,1,261.86,0.0,0.0,20,1,5,5849,3,5,2014,8
12684,1,263.58,0.0,0.0,20,1,5,4911,3,5,2014,9
12685,1,264.89,0.0,0.0,20,1,5,4417,3,5,2014,10
12686,1,266.29,0.0,0.0,1,2,4,4557,3,5,2014,11
12687,1,267.15,0.0,0.0,20,1,5,4768,3,5,2014,12
12688,1,268.03,0.0,0.0,1,2,4,4915,3,5,2014,13
12689,1,268.73,0.0,0.0,1,2,4,5178,3,5,2014,14
12690,1,268.87,0.0,0.0,20,1,5,5760,3,5,2014,15
12691,1,268.72,0.0,0.0,1,2,4,6350,3,5,2014,16
12692,1,268.15,0.0,0.0,20,1,5,6199,3,5,2014,17
12693,1,266.72,0.0,0.0,20,1,5,4659,3,5,2014,18
12694,1,265.72,0.0,0.0,1,2,4,3195,3,5,2014,19
12695,1,264.86,0.0,0.0,1,2,4,3271,3,5,2014,20
12696,1,264.52,0.0,0.0,1,2,4,2341,3,5,2014,21
12697,1,264.43,0.0,0.0,1,2,4,1841,3,5,2014,22
12698,1,263.39,0.0,0.0,20,1,5,1445,3,5,2014,23
12699,1,263.29,0.0,0.0,20,1,5,583,3,6,2014,0
12700,1,263.01,0.0,0.0,20,1,5,341,3,6,2014,1
12701,1,263.02,0.0,0.0,75,1,2,249,3,6,2014,2
12702,1,262.91,0.0,0.0,40,1,1,371,3,6,2014,3
12703,1,263.41,0.0,0.0,90,1,3,804,3,6,2014,4
12704,1,263.41,0.0,0.0,90,1,3,2734,3,6,2014,5
12705,1,263.53,0.0,0.0,1,2,4,5853,3,6,2014,6
12706,1,264.28,0.0,0.0,90,1,3,6499,3,6,2014,7
12707,1,264.9,0.0,0.0,75,1,2,5582,3,6,2014,8
12708,1,265.9,0.0,0.0,75,1,2,5055,3,6,2014,9
12709,1,267.29,0.0,0.0,90,1,3,4405,3,6,2014,10
12710,1,268.15,0.0,0.0,90,1,3,4676,3,6,2014,11
12711,1,269.3,0.0,0.0,90,1,3,4932,3,6,2014,12
12712,1,269.66,0.0,0.0,90,1,3,4929,3,6,2014,13
12713,1,270.3,0.0,0.0,90,1,3,5602,3,6,2014,14
12714,1,270.3,0.0,0.0,90,1,3,5993,3,6,2014,15
12715,1,270.3,0.0,0.0,90,1,3,6541,3,6,2014,16
12716,1,270.03,0.0,0.0,90,1,3,6232,3,6,2014,17
12717,1,269.78,0.0,0.0,90,1,3,4623,3,6,2014,18
12718,1,269.4,0.0,0.0,90,1,3,3216,3,6,2014,19
12719,1,269.4,0.0,0.0,75,1,2,3088,3,6,2014,20
12720,1,268.78,0.0,0.0,20,1,5,2883,3,6,2014,21
12721,1,268.28,0.0,0.0,1,2,4,2177,3,6,2014,22
12722,1,268.53,0.0,0.0,75,1,2,1926,3,6,2014,23
12723,1,269.29,0.0,0.0,1,2,4,690,3,7,2014,0
12724,1,269.78,0.0,0.0,90,1,3,368,3,7,2014,1
12725,1,270.53,0.0,0.0,90,1,3,315,3,7,2014,2
12726,1,270.53,0.0,0.0,90,1,3,406,3,7,2014,3
12727,1,270.78,0.0,0.0,75,1,2,754,3,7,2014,4
12728,1,271.03,0.0,0.0,90,1,3,2472,3,7,2014,5
12729,1,271.03,0.0,0.0,75,1,2,5340,3,7,2014,6
12730,1,271.03,0.0,0.0,90,1,3,6342,3,7,2014,7
12731,1,272.15,0.0,0.0,90,1,3,5515,3,7,2014,8
12732,1,273.02,0.0,0.0,90,1,3,4982,3,7,2014,9
12733,1,273.39,0.0,0.0,90,1,3,4550,3,7,2014,10
12734,1,273.14,0.0,0.0,90,1,3,4912,3,7,2014,11
12735,1,272.77,0.0,0.0,90,1,3,5248,3,7,2014,12
12736,1,272.52,0.0,0.0,90,1,3,5248,3,7,2014,13
12737,1,272.02,0.0,0.0,90,1,3,5607,3,7,2014,14
12738,1,272.02,0.0,0.0,90,1,3,5839,3,7,2014,15
12739,1,271.65,0.0,0.0,90,1,3,6644,3,7,2014,16
12740,1,271.4,0.0,0.0,90,1,3,5809,3,7,2014,17
12741,1,270.9,0.0,0.0,90,1,3,4753,3,7,2014,18
12742,1,270.77,0.0,0.0,90,1,3,3528,3,7,2014,19
12743,1,270.02,0.0,0.0,90,1,3,2838,3,7,2014,20
12744,1,269.39,0.0,0.0,90,1,3,3130,3,7,2014,21
12745,1,268.64,0.0,0.0,40,1,1,2699,3,7,2014,22
12746,1,268.64,0.0,0.0,90,1,3,2624,3,7,2014,23
12747,1,268.64,0.0,0.0,90,1,3,1905,3,8,2014,0
12748,1,267.89,0.0,0.0,90,1,3,776,3,8,2014,1
12749,1,267.01,0.0,0.0,90,1,3,589,3,8,2014,2
12750,1,266.14,0.0,0.0,90,1,3,437,3,8,2014,3
12751,1,265.01,0.0,0.0,20,1,5,433,3,8,2014,4
12752,1,264.42,0.0,0.0,20,1,5,775,3,8,2014,5
12753,1,263.42,0.0,0.0,1,2,4,1316,3,8,2014,6
12754,1,262.71,0.0,0.0,20,1,5,2436,3,8,2014,7
12755,1,264.14,0.0,0.0,20,1,5,3358,3,8,2014,8
12756,1,265.52,0.0,0.0,20,1,5,4139,3,8,2014,9
12757,1,267.02,0.0,0.0,20,1,5,4449,3,8,2014,10
12758,1,268.15,0.0,0.0,20,1,5,4967,3,8,2014,11
12759,1,269.29,0.0,0.0,20,1,5,5177,3,8,2014,12
12760,1,270.27,0.0,0.0,20,1,5,4821,3,8,2014,13
12761,1,270.27,0.0,0.0,20,1,5,5455,3,8,2014,14
12762,1,270.72,0.0,0.0,20,1,5,5458,3,8,2014,15
12763,1,270.58,0.0,0.0,75,1,2,5013,3,8,2014,16
12764,1,270.15,0.0,0.0,20,1,5,4590,3,8,2014,17
12765,1,268.72,0.0,0.0,1,2,4,4529,3,8,2014,18
12766,1,267.14,0.0,0.0,1,2,4,3916,3,8,2014,19
12767,1,266.64,0.0,0.0,1,2,4,3231,3,8,2014,20
12768,1,265.77,0.0,0.0,1,2,4,4122,3,8,2014,21
12769,1,265.27,0.0,0.0,1,2,4,3698,3,8,2014,22
12770,1,264.77,0.0,0.0,1,2,4,1974,3,8,2014,23
12771,1,264.65,0.0,0.0,1,2,4,1220,3,9,2014,0
12772,1,264.39,0.0,0.0,1,2,4,785,3,9,2014,1
12773,1,264.9,0.0,0.0,1,2,4,442,3,9,2014,3
12774,1,265.65,0.0,0.0,1,2,4,433,3,9,2014,4
12775,1,266.15,0.0,0.0,75,1,2,494,3,9,2014,5
12776,1,267.52,0.0,0.0,90,1,3,815,3,9,2014,6
12777,1,268.86,0.0,0.0,90,1,3,1034,3,9,2014,7
12778,1,269.59,0.0,0.0,90,1,3,1663,3,9,2014,8
12779,1,270.87,0.0,0.0,90,1,3,2497,3,9,2014,9
12780,1,272.28,0.0,0.0,90,1,3,3153,3,9,2014,10
12781,1,274.02,0.0,0.0,90,1,3,3789,3,9,2014,11
12782,1,275.9,0.0,0.0,90,1,3,4313,3,9,2014,12
12783,1,277.15,0.0,0.0,90,1,3,4542,3,9,2014,13
12784,1,278.78,0.0,0.0,90,1,3,4725,3,9,2014,14
12785,1,279.28,0.0,0.0,90,1,3,4787,3,9,2014,15
12786,1,279.28,0.0,0.0,90,1,3,4850,3,9,2014,16
12787,1,279.4,0.0,0.0,90,1,3,4298,3,9,2014,17
12788,1,279.15,0.0,0.0,90,1,3,3950,3,9,2014,18
12789,1,278.58,0.0,0.0,90,1,3,3230,3,9,2014,19
12790,1,277.27,0.0,0.0,90,1,3,2778,3,9,2014,20
12791,1,277.27,0.0,0.0,90,1,3,2516,3,9,2014,21
12792,1,276.9,0.0,0.0,90,1,3,4092,3,9,2014,22
12793,1,276.28,0.0,0.0,90,1,3,1238,3,9,2014,23
12794,1,276.4,0.0,0.0,75,1,2,656,3,10,2014,0
12795,1,275.65,0.0,0.0,75,1,2,347,3,10,2014,1
12796,1,274.52,0.0,0.0,20,1,5,302,3,10,2014,2
12797,1,273.78,0.0,0.0,20,1,5,374,3,10,2014,3
12798,1,274.53,0.0,0.0,1,2,4,854,3,10,2014,4
12799,1,275.72,0.0,0.0,1,2,4,2478,3,10,2014,5
12800,1,276.01,0.0,0.0,1,2,4,5147,3,10,2014,6
12801,1,276.58,0.0,0.0,20,1,5,6141,3,10,2014,7
12802,1,276.28,0.0,0.0,40,1,1,5359,3,10,2014,8
12803,1,278.44,0.0,0.0,40,1,1,4749,3,10,2014,9
12804,1,280.58,0.0,0.0,40,1,1,4122,3,10,2014,10
12805,1,281.65,0.0,0.0,40,1,1,4362,3,10,2014,11
12806,1,281.77,0.0,0.0,75,1,2,4606,3,10,2014,12
12807,1,282.29,0.0,0.0,75,1,2,4739,3,10,2014,13
12808,1,282.15,0.0,0.0,1,2,4,5045,3,10,2014,14
12809,1,282.72,0.0,0.0,1,2,4,5630,3,10,2014,15
12810,1,282.15,0.0,0.0,1,2,4,6260,3,10,2014,16
12811,1,282.01,0.0,0.0,90,1,3,5915,3,10,2014,17
12812,1,281.14,0.0,0.0,90,1,3,4569,3,10,2014,18
12813,1,280.15,0.0,0.0,90,1,3,3222,3,10,2014,19
12814,1,279.58,0.0,0.0,75,1,2,2531,3,10,2014,20
12815,1,279.29,0.0,0.0,90,1,3,2072,3,10,2014,21
12816,1,278.58,0.0,0.0,90,1,3,3146,3,10,2014,22
12817,1,278.15,0.0,0.0,90,1,3,1451,3,10,2014,23
12818,1,277.65,0.0,0.0,90,1,3,616,3,11,2014,0
12819,1,278.15,0.0,0.0,90,1,3,426,3,11,2014,1
12820,1,277.96,0.0,0.0,90,1,3,278,3,11,2014,2
12821,1,277.66,0.0,0.0,90,1,3,389,3,11,2014,3
12822,1,277.17,0.0,0.0,90,1,3,823,3,11,2014,4
12823,1,276.62,0.51,0.0,90,3,6,2615,3,11,2014,5
12824,1,276.57,0.25,0.0,90,3,6,5338,3,11,2014,6
12825,1,276.35,0.25,0.0,90,3,6,6418,3,11,2014,7
12826,1,275.96,0.51,0.0,90,3,6,5297,3,11,2014,8
12827,1,276.04,0.0,0.0,90,1,3,4871,3,11,2014,9
12828,1,276.35,0.0,0.0,90,1,3,4278,3,11,2014,10
12829,1,276.85,0.0,0.0,90,1,3,4577,3,11,2014,11
12830,1,277.27,0.0,0.0,90,1,3,4717,3,11,2014,12
12831,1,277.83,0.0,0.0,90,1,3,4856,3,11,2014,13
12832,1,278.39,0.0,0.0,90,1,3,5124,3,11,2014,14
12833,1,278.69,0.0,0.0,90,1,3,5665,3,11,2014,15
12834,1,278.7,0.0,0.0,75,1,2,6367,3,11,2014,16
12835,1,278.41,0.0,0.0,75,1,2,6120,3,11,2014,17
12836,1,277.47,0.0,0.0,75,1,2,4565,3,11,2014,18
12837,1,276.47,0.0,0.0,75,1,2,3230,3,11,2014,19
12838,1,275.31,0.0,0.0,75,1,2,2839,3,11,2014,20
12839,1,274.56,0.0,0.0,40,1,1,2679,3,11,2014,21
12840,1,273.55,0.0,0.0,20,1,5,3751,3,11,2014,22
12841,1,272.72,0.0,0.0,20,1,5,1175,3,11,2014,23
12842,1,271.82,0.0,0.0,20,1,5,550,3,12,2014,0
12843,1,270.65,0.0,0.0,20,1,5,334,3,12,2014,1
12844,1,269.86,0.0,0.0,20,1,5,237,3,12,2014,2
12845,1,268.99,0.0,0.0,20,1,5,369,3,12,2014,3
12846,1,268.02,0.0,0.0,20,1,5,809,3,12,2014,4
12847,1,266.66,0.0,0.0,20,1,5,2613,3,12,2014,5
12848,1,265.9,0.0,0.0,1,2,4,5548,3,12,2014,6
12849,1,265.26,0.0,0.0,20,1,5,6383,3,12,2014,7
12850,1,264.77,0.0,0.0,20,1,5,5694,3,12,2014,8
12851,1,265.44,0.0,0.0,20,1,5,5306,3,12,2014,9
12852,1,266.47,0.0,0.0,1,2,4,4535,3,12,2014,10
12853,1,267.21,0.0,0.0,40,1,1,4785,3,12,2014,11
12854,1,268.34,0.0,0.0,75,1,2,4824,3,12,2014,12
12855,1,269.15,0.0,0.0,75,1,2,4815,3,12,2014,13
12856,1,269.94,0.0,0.0,75,1,2,5378,3,12,2014,14
12857,1,270.29,0.0,0.0,75,1,2,5818,3,12,2014,15
12858,1,270.67,0.0,0.0,40,1,1,6462,3,12,2014,16
12859,1,270.77,0.0,0.0,20,1,5,6039,3,12,2014,17
12860,1,270.57,0.0,0.0,20,1,5,4631,3,12,2014,18
12861,1,269.85,0.0,0.0,20,1,5,3368,3,12,2014,19
12862,1,269.4,0.0,0.0,40,1,1,2803,3,12,2014,20
12863,1,268.8,0.0,0.0,75,1,2,2288,3,12,2014,21
12864,1,267.48,0.0,0.0,40,1,1,2456,3,12,2014,22
12865,1,266.88,0.0,0.0,1,2,4,2451,3,12,2014,23
12866,1,266.56,0.0,0.0,20,1,5,634,3,13,2014,0
12867,1,266.52,0.0,0.0,20,1,5,373,3,13,2014,1
12868,1,267.63,0.0,0.0,75,1,2,241,3,13,2014,2
12869,1,268.42,0.0,0.0,90,1,3,386,3,13,2014,3
12870,1,269.72,0.0,0.0,90,1,3,841,3,13,2014,4
12871,1,269.57,0.0,0.0,90,1,3,2623,3,13,2014,5
12872,1,269.3,0.0,0.0,75,1,2,5446,3,13,2014,6
