,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month,day,year,hour
15559,None,297.11,0.0,0.0,20,Clouds,few clouds,2014-07-17 12:00:00,5433,7,17,2014,12
15560,None,297.88,0.0,0.0,0,Clear,Sky is Clear,2014-07-17 13:00:00,5333,7,17,2014,13
15561,None,298.35,0.0,0.0,32,Clouds,scattered clouds,2014-07-17 14:00:00,5766,7,17,2014,14
15562,None,298.78,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 15:00:00,6113,7,17,2014,15
15563,None,298.9,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 16:00:00,6628,7,17,2014,16
15564,None,298.7,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 17:00:00,6266,7,17,2014,17
15565,None,298.53,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 18:00:00,5099,7,17,2014,18
15566,None,297.64,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 19:00:00,3592,7,17,2014,19
15567,None,296.47,0.0,0.0,20,Clouds,few clouds,2014-07-17 20:00:00,3306,7,17,2014,20
15568,None,294.93,0.0,0.0,1,Clear,sky is clear,2014-07-17 21:00:00,3054,7,17,2014,21
15569,None,293.0,0.0,0.0,1,Clear,sky is clear,2014-07-17 22:00:00,2401,7,17,2014,22
15570,None,291.83,0.0,0.0,1,Clear,sky is clear,2014-07-17 23:00:00,1469,7,17,2014,23
15571,None,291.3,0.0,0.0,1,Clear,sky is clear,2014-07-18 00:00:00,822,7,18,2014,0
15572,None,290.86,0.0,0.0,1,Clear,sky is clear,2014-07-18 01:00:00,452,7,18,2014,1
15573,None,290.21,0.0,0.0,1,Clear,sky is clear,2014-07-18 02:00:00,381,7,18,2014,2
15574,None,289.61,0.0,0.0,1,Clear,sky is clear,2014-07-18 03:00:00,425,7,18,2014,3
15575,None,288.86,0.0,0.0,1,Clear,sky is clear,2014-07-18 04:00:00,898,7,18,2014,4
15576,None,288.85,0.0,0.0,1,Clear,sky is clear,2014-07-18 05:00:00,2776,7,18,2014,5
15577,None,288.53,0.0,0.0,1,Clear,sky is clear,2014-07-18 06:00:00,5573,7,18,2014,6
15578,None,289.47,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 07:00:00,6315,7,18,2014,7
15579,None,290.77,0.0,0.0,75,Clouds,broken clouds,2014-07-18 08:00:00,5658,7,18,2014,8
15580,None,292.47,0.0,0.0,75,Clouds,broken clouds,2014-07-18 09:00:00,5325,7,18,2014,9
15581,None,294.48,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 10:00:00,4958,7,18,2014,10
15582,None,296.21,0.0,0.0,20,Clouds,few clouds,2014-07-18 11:00:00,5189,7,18,2014,11
15583,None,297.66,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 12:00:00,5829,7,18,2014,12
15584,None,297.7,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 13:00:00,5662,7,18,2014,13
15585,None,297.93,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 14:00:00,5769,7,18,2014,14
15586,None,298.01,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 15:00:00,6139,7,18,2014,15
15587,None,297.96,0.0,0.0,75,Clouds,broken clouds,2014-07-18 16:00:00,6338,7,18,2014,16
15588,None,298.09,0.0,0.0,75,Clouds,broken clouds,2014-07-18 17:00:00,5742,7,18,2014,17
15589,None,298.07,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 18:00:00,4883,7,18,2014,18
15590,None,297.6,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 19:00:00,3807,7,18,2014,19
15591,None,296.4,0.0,0.0,75,Clouds,broken clouds,2014-07-18 20:00:00,2998,7,18,2014,20
15592,None,295.78,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 21:00:00,2883,7,18,2014,21
15593,None,294.97,0.0,0.0,75,Clouds,broken clouds,2014-07-18 22:00:00,2677,7,18,2014,22
15594,None,294.72,0.0,0.0,90,Clouds,overcast clouds,2014-07-18 23:00:00,2275,7,18,2014,23
15595,None,294.1,0.0,0.0,40,Clouds,scattered clouds,2014-07-19 00:00:00,1344,7,19,2014,0
15596,None,293.79,0.0,0.0,8,Clear,sky is clear,2014-07-19 01:00:00,847,7,19,2014,1
15597,None,293.23,0.25,0.0,75,Rain,light rain,2014-07-19 02:00:00,763,7,19,2014,2
15598,None,292.86,0.25,0.0,40,Rain,light rain,2014-07-19 03:00:00,498,7,19,2014,3
15599,None,292.53,0.0,0.0,40,Clouds,scattered clouds,2014-07-19 04:00:00,519,7,19,2014,4
15600,None,292.06,0.0,0.0,20,Clouds,few clouds,2014-07-19 05:00:00,940,7,19,2014,5
15601,None,292.21,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 06:00:00,1485,7,19,2014,6
15602,None,292.58,0.0,0.0,75,Clouds,broken clouds,2014-07-19 07:00:00,2163,7,19,2014,7
15603,None,293.07,0.0,0.0,75,Clouds,broken clouds,2014-07-19 08:00:00,2958,7,19,2014,8
15604,None,294.11,0.0,0.0,75,Clouds,broken clouds,2014-07-19 09:00:00,3900,7,19,2014,9
15605,None,295.4,0.0,0.0,75,Clouds,broken clouds,2014-07-19 10:00:00,4254,7,19,2014,10
15606,None,295.92,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 11:00:00,4407,7,19,2014,11
15607,None,296.13,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 12:00:00,4572,7,19,2014,12
15608,None,296.92,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 13:00:00,4697,7,19,2014,13
15609,None,297.07,0.0,0.0,90,Rain,light rain,2014-07-19 14:00:00,4946,7,19,2014,14
15610,None,297.84,0.0,0.0,75,Clouds,broken clouds,2014-07-19 15:00:00,4839,7,19,2014,15
15611,None,298.15,0.51,0.0,75,Rain,light rain,2014-07-19 16:00:00,4928,7,19,2014,16
15612,None,298.08,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 17:00:00,4859,7,19,2014,17
15613,None,298.05,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 18:00:00,4322,7,19,2014,18
15614,None,297.88,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 19:00:00,3542,7,19,2014,19
15615,None,297.4,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 20:00:00,3140,7,19,2014,20
15616,None,296.63,0.0,0.0,75,Clouds,broken clouds,2014-07-19 21:00:00,2960,7,19,2014,21
15617,None,296.11,0.0,0.0,40,Clouds,scattered clouds,2014-07-19 22:00:00,2735,7,19,2014,22
15618,None,295.88,0.0,0.0,40,Clouds,scattered clouds,2014-07-19 23:00:00,2319,7,19,2014,23
15619,None,295.52,0.0,0.0,75,Clouds,broken clouds,2014-07-20 00:00:00,1632,7,20,2014,0
15620,None,295.26,0.0,0.0,75,Clouds,broken clouds,2014-07-20 01:00:00,1125,7,20,2014,1
15621,None,294.94,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 02:00:00,823,7,20,2014,2
15622,None,294.63,0.0,0.0,75,Clouds,broken clouds,2014-07-20 03:00:00,432,7,20,2014,3
15623,None,294.21,0.0,0.0,75,Clouds,broken clouds,2014-07-20 04:00:00,384,7,20,2014,4
15624,None,293.99,0.0,0.0,75,Clouds,broken clouds,2014-07-20 05:00:00,551,7,20,2014,5
15625,None,293.75,0.0,0.0,40,Clouds,scattered clouds,2014-07-20 06:00:00,922,7,20,2014,6
15626,None,294.42,0.0,0.0,75,Clouds,broken clouds,2014-07-20 07:00:00,1139,7,20,2014,7
15627,None,295.35,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 08:00:00,1881,7,20,2014,8
15628,None,296.36,0.0,0.0,75,Clouds,broken clouds,2014-07-20 09:00:00,2902,7,20,2014,9
15629,None,297.65,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 10:00:00,3692,7,20,2014,10
15630,None,299.23,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 11:00:00,4187,7,20,2014,11
15631,None,300.63,0.0,0.0,75,Clouds,broken clouds,2014-07-20 12:00:00,4682,7,20,2014,12
15632,None,301.61,0.0,0.0,75,Clouds,broken clouds,2014-07-20 13:00:00,4394,7,20,2014,13
15633,None,302.2,0.0,0.0,75,Clouds,broken clouds,2014-07-20 14:00:00,4451,7,20,2014,14
15634,None,302.27,0.0,0.0,75,Clouds,broken clouds,2014-07-20 15:00:00,4337,7,20,2014,15
15635,None,302.41,0.0,0.0,40,Clouds,scattered clouds,2014-07-20 16:00:00,4471,7,20,2014,16
15636,None,302.11,0.0,0.0,40,Clouds,scattered clouds,2014-07-20 17:00:00,4261,7,20,2014,17
15637,None,301.55,0.0,0.0,75,Clouds,broken clouds,2014-07-20 18:00:00,4030,7,20,2014,18
15638,None,301.01,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 19:00:00,3484,7,20,2014,19
15639,None,300.2,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 20:00:00,3245,7,20,2014,20
15640,None,299.82,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 21:00:00,2657,7,20,2014,21
15641,None,299.15,0.0,0.0,40,Clouds,scattered clouds,2014-07-20 22:00:00,2091,7,20,2014,22
15642,None,298.81,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 23:00:00,1336,7,20,2014,23
15643,None,298.07,0.0,0.0,75,Clouds,broken clouds,2014-07-21 00:00:00,773,7,21,2014,0
15644,None,297.7,0.0,0.0,75,Clouds,broken clouds,2014-07-21 01:00:00,592,7,21,2014,1
15645,None,297.3,0.0,0.0,90,Clouds,overcast clouds,2014-07-21 02:00:00,380,7,21,2014,2
15646,None,296.97,0.0,0.0,75,Clouds,broken clouds,2014-07-21 03:00:00,391,7,21,2014,3
15647,None,296.6,0.0,0.0,90,Clouds,overcast clouds,2014-07-21 04:00:00,961,7,21,2014,4
15648,None,296.43,0.0,0.0,75,Clouds,broken clouds,2014-07-21 05:00:00,2952,7,21,2014,5
15649,None,296.46,0.0,0.0,75,Clouds,broken clouds,2014-07-21 06:00:00,5657,7,21,2014,6
15650,None,296.36,0.0,0.0,90,Clouds,overcast clouds,2014-07-21 07:00:00,6741,7,21,2014,7
15651,None,296.8,0.0,0.0,75,Clouds,broken clouds,2014-07-21 08:00:00,5813,7,21,2014,8
15652,None,298.41,0.0,0.0,75,Clouds,broken clouds,2014-07-21 09:00:00,4911,7,21,2014,9
15653,None,299.59,0.0,0.0,90,Clouds,overcast clouds,2014-07-21 10:00:00,4525,7,21,2014,10
15654,None,301.36,0.0,0.0,40,Clouds,scattered clouds,2014-07-21 11:00:00,4698,7,21,2014,11
15655,None,302.21,0.0,0.0,40,Clouds,scattered clouds,2014-07-21 12:00:00,5153,7,21,2014,12
15656,None,303.08,0.0,0.0,12,Clouds,few clouds,2014-07-21 13:00:00,4859,7,21,2014,13
15657,None,303.84,0.0,0.0,75,Clouds,broken clouds,2014-07-21 14:00:00,5459,7,21,2014,14
15658,None,304.22,0.0,0.0,75,Clouds,broken clouds,2014-07-21 15:00:00,5871,7,21,2014,15
15659,None,304.68,0.0,0.0,75,Clouds,broken clouds,2014-07-21 16:00:00,6426,7,21,2014,16
15660,None,303.82,0.0,0.0,75,Clouds,broken clouds,2014-07-21 17:00:00,6341,7,21,2014,17
15661,None,303.45,0.0,0.0,90,Clouds,overcast clouds,2014-07-21 18:00:00,4651,7,21,2014,18
15662,None,302.96,0.0,0.0,75,Clouds,broken clouds,2014-07-21 19:00:00,3601,7,21,2014,19
15663,None,302.1,0.0,0.0,90,Clouds,overcast clouds,2014-07-21 20:00:00,2730,7,21,2014,20
15664,None,301.35,0.0,0.0,1,Clear,sky is clear,2014-07-21 21:00:00,2460,7,21,2014,21
15665,None,301.0,0.0,0.0,1,Clear,sky is clear,2014-07-21 22:00:00,1777,7,21,2014,22
15666,None,300.6,0.0,0.0,90,Clouds,overcast clouds,2014-07-21 23:00:00,1211,7,21,2014,23
15667,None,300.33,0.0,0.0,1,Clear,sky is clear,2014-07-22 00:00:00,627,7,22,2014,0
15668,None,300.01,0.0,0.0,1,Thunderstorm,proximity thunderstorm,2014-07-22 01:00:00,432,7,22,2014,1
15669,None,299.9,0.0,0.0,75,Clouds,broken clouds,2014-07-22 02:00:00,334,7,22,2014,2
15670,None,299.63,0.0,0.0,90,Clouds,overcast clouds,2014-07-22 03:00:00,405,7,22,2014,3
15671,None,299.39,0.0,0.0,1,Clear,sky is clear,2014-07-22 04:00:00,901,7,22,2014,4
15672,None,298.63,0.0,0.0,75,Mist,mist,2014-07-22 05:00:00,3022,7,22,2014,5
15673,None,297.85,0.0,0.0,1,Clear,sky is clear,2014-07-22 06:00:00,5588,7,22,2014,6
15674,None,296.01,0.0,0.0,40,Clouds,scattered clouds,2014-07-22 07:00:00,6211,7,22,2014,7
15675,None,296.11,0.0,0.0,20,Clouds,few clouds,2014-07-22 08:00:00,6078,7,22,2014,8
15676,None,296.84,0.0,0.0,40,Clouds,scattered clouds,2014-07-22 09:00:00,5263,7,22,2014,9
15677,None,297.33,0.0,0.0,40,Clouds,scattered clouds,2014-07-22 10:00:00,4607,7,22,2014,10
15678,None,297.79,0.0,0.0,90,Clouds,overcast clouds,2014-07-22 11:00:00,4907,7,22,2014,11
15679,None,298.41,0.0,0.0,75,Clouds,broken clouds,2014-07-22 12:00:00,5067,7,22,2014,12
15680,None,299.5,0.0,0.0,75,Clouds,broken clouds,2014-07-22 13:00:00,5192,7,22,2014,13
15681,None,300.25,0.0,0.0,12,Clouds,few clouds,2014-07-22 14:00:00,5416,7,22,2014,14
15682,None,301.08,0.0,0.0,40,Clouds,scattered clouds,2014-07-22 15:00:00,6123,7,22,2014,15
15683,None,301.13,0.0,0.0,40,Clouds,scattered clouds,2014-07-22 16:00:00,6865,7,22,2014,16
15684,None,301.08,0.0,0.0,20,Clouds,few clouds,2014-07-22 17:00:00,6597,7,22,2014,17
15685,None,300.79,0.0,0.0,44,Clouds,scattered clouds,2014-07-22 18:00:00,5173,7,22,2014,18
15686,None,299.29,0.0,0.0,20,Clouds,few clouds,2014-07-22 19:00:00,3510,7,22,2014,19
15687,None,297.96,0.0,0.0,20,Clouds,few clouds,2014-07-22 20:00:00,3070,7,22,2014,20
15688,None,296.39,0.0,0.0,0,Clear,Sky is Clear,2014-07-22 21:00:00,2806,7,22,2014,21
15689,None,294.98,0.0,0.0,1,Clear,sky is clear,2014-07-22 22:00:00,2037,7,22,2014,22
15690,None,294.14,0.0,0.0,1,Clear,sky is clear,2014-07-22 23:00:00,1235,7,22,2014,23
15691,None,293.37,0.0,0.0,1,Clear,sky is clear,2014-07-23 00:00:00,684,7,23,2014,0
15692,None,292.61,0.0,0.0,1,Clear,sky is clear,2014-07-23 01:00:00,443,7,23,2014,1
15693,None,291.68,0.0,0.0,1,Clear,sky is clear,2014-07-23 02:00:00,341,7,23,2014,2
15694,None,290.67,0.25,0.0,1,Rain,light rain,2014-07-23 03:00:00,397,7,23,2014,3
15695,None,289.81,0.0,0.0,1,Clear,sky is clear,2014-07-23 04:00:00,971,7,23,2014,4
15696,None,289.12,0.0,0.0,1,Clear,sky is clear,2014-07-23 05:00:00,3068,7,23,2014,5
15697,None,288.75,0.0,0.0,1,Clear,sky is clear,2014-07-23 06:00:00,5767,7,23,2014,6
15698,None,289.7,0.0,0.0,40,Clouds,scattered clouds,2014-07-23 07:00:00,6511,7,23,2014,7
15699,None,292.04,0.0,0.0,20,Clouds,few clouds,2014-07-23 08:00:00,5999,7,23,2014,8
15700,None,294.16,0.0,0.0,20,Clouds,few clouds,2014-07-23 09:00:00,5297,7,23,2014,9
15701,None,296.6,0.0,0.0,20,Clouds,few clouds,2014-07-23 10:00:00,4913,7,23,2014,10
15702,None,297.79,0.0,0.0,20,Clouds,few clouds,2014-07-23 11:00:00,5611,7,23,2014,11
15703,None,298.53,0.0,0.0,75,Clouds,broken clouds,2014-07-23 12:00:00,5442,7,23,2014,12
15704,None,299.29,0.0,0.0,40,Clouds,scattered clouds,2014-07-23 13:00:00,5426,7,23,2014,13
15705,None,299.47,0.0,0.0,40,Clouds,scattered clouds,2014-07-23 14:00:00,5610,7,23,2014,14
15706,None,299.41,0.0,0.0,40,Clouds,scattered clouds,2014-07-23 15:00:00,6085,7,23,2014,15
15707,None,299.58,0.0,0.0,20,Clouds,few clouds,2014-07-23 16:00:00,6609,7,23,2014,16
15708,None,299.5,0.0,0.0,20,Clouds,few clouds,2014-07-23 17:00:00,6293,7,23,2014,17
15709,None,299.17,0.0,0.0,20,Clouds,few clouds,2014-07-23 18:00:00,4872,7,23,2014,18
15710,None,298.64,0.0,0.0,20,Clouds,few clouds,2014-07-23 19:00:00,3639,7,23,2014,19
15711,None,296.99,0.0,0.0,20,Clouds,few clouds,2014-07-23 20:00:00,3135,7,23,2014,20
15712,None,294.69,0.0,0.0,1,Clear,sky is clear,2014-07-23 21:00:00,2867,7,23,2014,21
15713,None,292.43,0.0,0.0,1,Clear,sky is clear,2014-07-23 22:00:00,2083,7,23,2014,22
15714,None,291.56,0.0,0.0,1,Clear,sky is clear,2014-07-23 23:00:00,1325,7,23,2014,23
15715,None,290.32,0.0,0.0,1,Clear,sky is clear,2014-07-24 00:00:00,698,7,24,2014,0
15716,None,289.91,0.0,0.0,1,Clear,sky is clear,2014-07-24 01:00:00,511,7,24,2014,1
15717,None,288.99,0.0,0.0,1,Clear,sky is clear,2014-07-24 02:00:00,349,7,24,2014,2
15718,None,293.37,0.0,0.0,1,Clear,sky is clear,2014-07-25 00:00:00,801,7,25,2014,0
15719,None,292.98,0.0,0.0,1,Clear,sky is clear,2014-07-25 01:00:00,542,7,25,2014,1
15720,None,292.28,0.0,0.0,40,Clouds,scattered clouds,2014-07-25 02:00:00,430,7,25,2014,2
15721,None,292.69,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 03:00:00,466,7,25,2014,3
15722,None,292.84,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2014-07-25 04:00:00,866,7,25,2014,4
15723,None,292.84,0.0,0.0,75,Rain,moderate rain,2014-07-25 04:00:00,866,7,25,2014,4
15724,None,291.84,6.1,0.0,90,Rain,heavy intensity rain,2014-07-25 05:00:00,2679,7,25,2014,5
15725,None,291.84,6.1,0.0,90,Thunderstorm,proximity thunderstorm,2014-07-25 05:00:00,2679,7,25,2014,5
15726,None,291.84,6.1,0.0,90,Mist,mist,2014-07-25 05:00:00,2679,7,25,2014,5
15727,None,291.02,4.18,0.0,90,Rain,heavy intensity rain,2014-07-25 06:00:00,4972,7,25,2014,6
15728,None,291.02,4.18,0.0,90,Thunderstorm,thunderstorm with rain,2014-07-25 06:00:00,4972,7,25,2014,6
15729,None,291.02,4.18,0.0,90,Mist,mist,2014-07-25 06:00:00,4972,7,25,2014,6
15730,None,290.85,1.8,0.0,90,Rain,moderate rain,2014-07-25 07:00:00,6000,7,25,2014,7
15731,None,290.85,1.8,0.0,90,Drizzle,light intensity drizzle,2014-07-25 07:00:00,6000,7,25,2014,7
15732,None,291.43,0.86,0.0,75,Rain,light rain,2014-07-25 08:00:00,5876,7,25,2014,8
15733,None,292.27,0.25,0.0,90,Rain,light rain,2014-07-25 09:00:00,5118,7,25,2014,9
15734,None,293.64,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 10:00:00,4669,7,25,2014,10
15735,None,295.87,0.25,0.0,90,Rain,light rain,2014-07-25 12:00:00,5735,7,25,2014,12
15736,None,298.09,0.0,0.0,75,Clouds,broken clouds,2014-07-25 13:00:00,5572,7,25,2014,13
15737,None,298.98,0.0,0.0,75,Clouds,broken clouds,2014-07-25 14:00:00,5866,7,25,2014,14
15738,None,299.17,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 15:00:00,6390,7,25,2014,15
15739,None,299.16,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 16:00:00,6571,7,25,2014,16
15740,None,299.0,0.0,0.0,90,Rain,light rain,2014-07-25 17:00:00,5901,7,25,2014,17
15741,None,298.55,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 18:00:00,4859,7,25,2014,18
15742,None,298.43,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 19:00:00,3692,7,25,2014,19
15743,None,298.03,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 20:00:00,3041,7,25,2014,20
15744,None,297.23,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 21:00:00,2896,7,25,2014,21
15745,None,297.09,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 22:00:00,2756,7,25,2014,22
15746,None,296.88,0.0,0.0,90,Clouds,overcast clouds,2014-07-25 23:00:00,2096,7,25,2014,23
15747,None,296.57,0.0,0.0,90,Clouds,overcast clouds,2014-07-26 00:00:00,1450,7,26,2014,0
15748,None,296.04,0.0,0.0,75,Clouds,broken clouds,2014-07-26 01:00:00,873,7,26,2014,1
15749,None,295.87,0.0,0.0,90,Clouds,overcast clouds,2014-07-26 02:00:00,664,7,26,2014,2
15750,None,295.62,0.0,0.0,75,Clouds,broken clouds,2014-07-26 03:00:00,462,7,26,2014,3
15751,None,295.41,0.0,0.0,75,Clouds,broken clouds,2014-07-26 04:00:00,460,7,26,2014,4
15752,None,294.86,0.0,0.0,1,Mist,mist,2014-07-26 05:00:00,920,7,26,2014,5
15753,None,294.02,0.0,0.0,1,Mist,mist,2014-07-26 06:00:00,1574,7,26,2014,6
15754,None,293.96,0.0,0.0,75,Mist,mist,2014-07-26 07:00:00,2070,7,26,2014,7
15755,None,295.3,0.0,0.0,75,Mist,mist,2014-07-26 08:00:00,2798,7,26,2014,8
15756,None,296.56,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 09:00:00,3440,7,26,2014,9
15757,None,298.58,0.0,0.0,20,Clouds,few clouds,2014-07-26 10:00:00,3948,7,26,2014,10
15758,None,299.5,0.0,0.0,75,Clouds,broken clouds,2014-07-26 11:00:00,4384,7,26,2014,11
15759,None,299.06,0.0,0.0,75,Clouds,broken clouds,2014-07-26 12:00:00,4669,7,26,2014,12
15760,None,299.13,0.0,0.0,75,Clouds,broken clouds,2014-07-26 13:00:00,4798,7,26,2014,13
15761,None,300.84,0.0,0.0,75,Clouds,broken clouds,2014-07-26 14:00:00,4479,7,26,2014,14
15762,None,301.9,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 15:00:00,4531,7,26,2014,15
15763,None,302.46,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 16:00:00,4547,7,26,2014,16
15764,None,302.34,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 17:00:00,4346,7,26,2014,17
15765,None,301.94,0.0,0.0,20,Clouds,few clouds,2014-07-26 18:00:00,3864,7,26,2014,18
15766,None,301.19,0.0,0.0,75,Clouds,broken clouds,2014-07-26 19:00:00,3642,7,26,2014,19
15767,None,300.05,0.0,0.0,40,Clouds,scattered clouds,2014-07-26 20:00:00,3446,7,26,2014,20
15768,None,298.32,0.0,0.0,1,Clear,sky is clear,2014-07-26 21:00:00,3576,7,26,2014,21
15769,None,296.19,0.0,0.0,1,Clear,sky is clear,2014-07-26 22:00:00,3027,7,26,2014,22
15770,None,295.51,0.0,0.0,75,Clouds,broken clouds,2014-07-26 23:00:00,2466,7,26,2014,23
15771,None,295.0,0.0,0.0,90,Clouds,overcast clouds,2014-07-27 00:00:00,1341,7,27,2014,0
15772,None,294.57,0.0,0.0,1,Clear,sky is clear,2014-07-27 01:00:00,997,7,27,2014,1
15773,None,293.96,0.0,0.0,1,Clear,sky is clear,2014-07-27 02:00:00,804,7,27,2014,2
15774,None,292.25,0.0,0.0,1,Clear,sky is clear,2014-07-27 04:00:00,376,7,27,2014,4
15775,None,291.6,0.0,0.0,1,Clear,sky is clear,2014-07-27 05:00:00,562,7,27,2014,5
15776,None,291.2,0.0,0.0,1,Clear,sky is clear,2014-07-27 06:00:00,861,7,27,2014,6
15777,None,291.49,0.0,0.0,20,Clouds,few clouds,2014-07-27 07:00:00,1150,7,27,2014,7
15778,None,291.77,0.0,0.0,75,Clouds,broken clouds,2014-07-27 08:00:00,1735,7,27,2014,8
15779,None,292.2,0.0,0.0,75,Clouds,broken clouds,2014-07-27 09:00:00,2734,7,27,2014,9
15780,None,293.08,0.0,0.0,90,Clouds,overcast clouds,2014-07-27 10:00:00,3420,7,27,2014,10
15781,None,293.91,0.25,0.0,75,Rain,light rain,2014-07-27 11:00:00,4128,7,27,2014,11
15782,None,294.43,0.0,0.0,75,Rain,light rain,2014-07-27 12:00:00,4388,7,27,2014,12
15783,None,295.4,0.0,0.0,75,Rain,light rain,2014-07-27 13:00:00,4403,7,27,2014,13
15784,None,296.48,0.0,0.0,40,Clouds,scattered clouds,2014-07-27 14:00:00,4350,7,27,2014,14
15785,None,296.76,0.32,0.0,75,Rain,light rain,2014-07-27 15:00:00,4385,7,27,2014,15
15786,None,296.49,0.38,0.0,75,Rain,proximity shower rain,2014-07-27 16:00:00,4468,7,27,2014,16
15787,None,292.56,0.25,0.0,1,Rain,light rain,2014-07-30 09:00:00,5519,7,30,2014,9
15788,None,294.66,0.0,0.0,1,Clear,sky is clear,2014-07-30 10:00:00,4996,7,30,2014,10
15789,None,296.16,0.0,0.0,1,Haze,haze,2014-07-30 11:00:00,5273,7,30,2014,11
15790,None,297.72,0.0,0.0,1,Clear,sky is clear,2014-07-30 12:00:00,5573,7,30,2014,12
15791,None,298.64,0.0,0.0,75,Clouds,broken clouds,2014-07-30 13:00:00,5543,7,30,2014,13
15792,None,299.27,0.0,0.0,40,Clouds,scattered clouds,2014-07-30 14:00:00,5966,7,30,2014,14
15793,None,299.59,0.0,0.0,1,Clear,sky is clear,2014-07-30 15:00:00,6151,7,30,2014,15
15794,None,299.71,0.0,0.0,1,Clear,sky is clear,2014-07-30 16:00:00,6537,7,30,2014,16
15795,None,299.34,0.0,0.0,1,Clear,sky is clear,2014-07-30 17:00:00,6317,7,30,2014,17
15796,None,299.01,0.0,0.0,1,Clear,sky is clear,2014-07-30 18:00:00,4986,7,30,2014,18
15797,None,298.04,0.0,0.0,1,Clear,sky is clear,2014-07-30 19:00:00,3773,7,30,2014,19
15798,None,296.26,0.0,0.0,1,Clear,sky is clear,2014-07-30 20:00:00,3309,7,30,2014,20
15799,None,294.33,0.0,0.0,1,Clear,sky is clear,2014-07-30 21:00:00,3255,7,30,2014,21
15800,None,292.61,0.0,0.0,1,Clear,sky is clear,2014-07-30 22:00:00,2407,7,30,2014,22
15801,None,291.85,0.0,0.0,1,Clear,sky is clear,2014-07-30 23:00:00,1330,7,30,2014,23
15802,None,290.61,0.0,0.0,1,Clear,sky is clear,2014-07-31 01:00:00,485,7,31,2014,1
15803,None,290.05,0.0,0.0,1,Clear,sky is clear,2014-07-31 02:00:00,330,7,31,2014,2
15804,None,289.32,0.0,0.0,1,Clear,sky is clear,2014-07-31 03:00:00,424,7,31,2014,3
15805,None,288.89,0.0,0.0,1,Clear,sky is clear,2014-07-31 04:00:00,984,7,31,2014,4
15806,None,288.26,0.0,0.0,1,Clear,sky is clear,2014-07-31 05:00:00,3154,7,31,2014,5
15807,None,288.17,0.0,0.0,1,Clear,sky is clear,2014-07-31 06:00:00,5633,7,31,2014,6
15808,None,288.72,0.0,0.0,20,Clouds,few clouds,2014-07-31 07:00:00,6739,7,31,2014,7
15809,None,290.87,0.0,0.0,1,Clear,sky is clear,2014-07-31 08:00:00,6211,7,31,2014,8
15810,None,293.5,0.0,0.0,1,Clear,sky is clear,2014-07-31 09:00:00,5577,7,31,2014,9
15811,None,295.99,0.0,0.0,1,Clear,sky is clear,2014-07-31 10:00:00,4977,7,31,2014,10
15812,None,297.8,0.0,0.0,1,Clear,sky is clear,2014-07-31 11:00:00,5333,7,31,2014,11
15813,None,298.6,0.0,0.0,1,Clear,sky is clear,2014-07-31 12:00:00,5694,7,31,2014,12
